date,code,name,trade_value,rank
20210228,060310,,0,1
20210228,095570,,0,2
20210228,006840,,0,3
20210228,054620,,0,4
20210228,265520,,0,5
20210228,211270,,0,6
20210228,027410,,0,7
20210228,282330,,0,8
20210228,138930,,0,9
20210228,001460,,0,10
20210228,001465,,0,11
20210228,001040,,0,12
20210228,079160,,0,13
20210228,035760,,0,14
20210228,00104K,,0,15
20210228,000120,,0,16
20210228,011150,,0,17
20210228,011155,,0,18
20210228,001045,,0,19
20210228,097950,,0,20
20210228,097955,,0,21
20210228,051500,,0,22
20210228,058820,,0,23
20210228,023460,,0,24
20210228,056000,,0,25
20210228,065770,,0,26
20210228,083660,,0,27
20210228,000590,,0,28
20210228,012030,,0,29
20210228,367340,,0,30
20210228,016610,,0,31
20210228,005830,,0,32
20210228,000990,,0,33
20210228,000995,,0,34
20210228,139130,,0,35
20210228,001530,,0,36
20210228,000210,,0,37
20210228,000215,,0,38
20210228,375500,,0,39
20210228,37550K,,0,40
20210228,068790,,0,41
20210228,004840,,0,42
20210228,241520,,0,43
20210228,155660,,0,44
20210228,069730,,0,45
20210228,017940,,0,46
20210228,245620,,0,47
20210228,037370,,0,48
20210228,079190,,0,49
20210228,365550,,0,50
20210228,007700,,0,51
20210228,130500,,0,52
20210228,114090,,0,53
20210228,900290,,0,54
20210228,078930,,0,55
20210228,083450,,0,56
20210228,006360,,0,57
20210228,001250,,0,58
20210228,007070,,0,59
20210228,078935,,0,60
20210228,028150,,0,61
20210228,045890,,0,62
20210228,078150,,0,63
20210228,012630,,0,64
20210228,039570,,0,65
20210228,089470,,0,66
20210228,294870,,0,67
20210228,011200,,0,68
20210228,036640,,0,69
20210228,082740,,0,70
20210228,335870,,0,71
20210228,351340,,0,72
20210228,351320,,0,73
20210228,373200,,0,74
20210228,003560,,0,75
20210228,095340,,0,76
20210228,099520,,0,77
20210228,175330,,0,78
20210228,950170,,0,79
20210228,234080,,0,80
20210228,067290,,0,81
20210228,001060,,0,82
20210228,001067,,0,83
20210228,001065,,0,84
20210228,096760,,0,85
20210228,035900,,0,86
20210228,024840,,0,87
20210228,105560,,0,88
20210228,024120,,0,89
20210228,002380,,0,90
20210228,021320,,0,91
20210228,036670,,0,92
20210228,009070,,0,93
20210228,009440,,0,94
20210228,112190,,0,95
20210228,119650,,0,96
20210228,044180,,0,97
20210228,092220,,0,98
20210228,151860,,0,99
20210228,016380,,0,100
20210228,016385,,0,101
20210228,046440,,0,102
20210228,035600,,0,103
20210228,001390,,0,104
20210228,060720,,0,105
20210228,001940,,0,106
20210228,122450,,0,107
20210228,052900,,0,108
20210228,058400,,0,109
20210228,114450,,0,110
20210228,025000,,0,111
20210228,092230,,0,112
20210228,000040,,0,113
20210228,044450,,0,114
20210228,030200,,0,115
20210228,033780,,0,116
20210228,030210,,0,117
20210228,036030,,0,118
20210228,058850,,0,119
20210228,058860,,0,120
20210228,060370,,0,121
20210228,093050,,0,122
20210228,003550,,0,123
20210228,034220,,0,124
20210228,001120,,0,125
20210228,051900,,0,126
20210228,051905,,0,127
20210228,003555,,0,128
20210228,032640,,0,129
20210228,011070,,0,130
20210228,066570,,0,131
20210228,066575,,0,132
20210228,108670,,0,133
20210228,108675,,0,134
20210228,037560,,0,135
20210228,051910,,0,136
20210228,051915,,0,137
20210228,079550,,0,138
20210228,006260,,0,139
20210228,010120,,0,140
20210228,000680,,0,141
20210228,229640,,0,142
20210228,023150,,0,143
20210228,065150,,0,144
20210228,219550,,0,145
20210228,035420,,0,146
20210228,160550,,0,147
20210228,053290,,0,148
20210228,181710,,0,149
20210228,104200,,0,150
20210228,060250,,0,151
20210228,005940,,0,152
20210228,005945,,0,153
20210228,338100,,0,154
20210228,034310,,0,155
20210228,030190,,0,156
20210228,008260,,0,157
20210228,004250,,0,158
20210228,004255,,0,159
20210228,010060,,0,160
20210228,078590,,0,161
20210228,178920,,0,162
20210228,024940,,0,163
20210228,005490,,0,164
20210228,218410,,0,165
20210228,091340,,0,166
20210228,100840,,0,167
20210228,064960,,0,168
20210228,003570,,0,169
20210228,036530,,0,170
20210228,010950,,0,171
20210228,010955,,0,172
20210228,019550,,0,173
20210228,950110,,0,174
20210228,034120,,0,175
20210228,101060,,0,176
20210228,046140,,0,177
20210228,036120,,0,178
20210228,099220,,0,179
20210228,036540,,0,180
20210228,255220,,0,181
20210228,040610,,0,182
20210228,049470,,0,183
20210228,184230,,0,184
20210228,224880,,0,185
20210228,005090,,0,186
20210228,016250,,0,187
20210228,004060,,0,188
20210228,001380,,0,189
20210228,002360,,0,190
20210228,009160,,0,191
20210228,123700,,0,192
20210228,025530,,0,193
20210228,034730,,0,194
20210228,307070,,0,195
20210228,337450,,0,196
20210228,340350,,0,197
20210228,011790,,0,198
20210228,018670,,0,199
20210228,001740,,0,200
20210331,005930,,1413779202400,1
20210331,003530,,864583621530,2
20210331,041190,,779764153700,3
20210331,053030,,459709492500,4
20210331,000660,,441276843000,5
20210331,011200,,440478716100,6
20210331,094480,,429708854130,7
